-1,44780e-2; 1,26702e+0
-1,37229e-2; 6,89690e-1
-1,19561e-2; 2,18744e+0
1,25968e-3; 3,44678e+0
8,60123e-3; 4,81108e+0
1,96710e-2; 5,91600e+0
3,31256e-2; 6,99274e+0
4,54206e-2; 7,75624e+0
5,79912e-2; 8,50944e+0
7,16025e-2; 9,29069e+0
8,16488e-2; 1,00868e+1
9,08999e-2; 1,07869e+1
9,76704e-2; 1,16163e+1
1,11126e-1; 1,23967e+1
1,20397e-1; 1,30817e+1
1,25552e-1; 1,43225e+1
1,26352e-1; 1,37112e+1
1,27661e-1; 1,50353e+1
1,36057e-1; 1,61236e+1
1,37418e-1; 1,56142e+1
1,45423e-1; 1,67358e+1
1,54093e-1; 1,73480e+1
1,69944e-1; 1,81442e+1
1,76570e-1; 1,90647e+1
1,85565e-1; 2,00205e+1
1,95523e-1; 2,08842e+1
1,97591e-1; 2,14618e+1
2,06473e-1; 2,21782e+1
2,15670e-1; 2,27541e+1
2,17611e-1; 2,32298e+1
2,22548e-1; 2,37737e+1
2,30219e-1; 2,43858e+1
2,35067e-1; 2,49976e+1
2,41856e-1; 2,58134e+1
2,43967e-1; 2,67306e+1
2,51469e-1; 2,73720e+1
2,66756e-1; 2,81682e+1
2,97036e-1; 2,90405e+1
3,45437e-1; 2,97315e+1
3,94883e-1; 3,01716e+1
4,79599e-1; 3,04094e+1
5,50291e-1; 3,02258e+1
5,95336e-1; 2,99735e+1
6,48233e-1; 2,97125e+1
6,90069e-1; 2,95183e+1
7,34778e-1; 2,95225e+1
7,70433e-1; 2,96592e+1
8,07310e-1; 2,98467e+1
8,54054e-1; 3,00953e+1
9,06596e-1; 3,03464e+1
1,00735e+0; 3,08095e+1
1,12449e+0; 3,13299e+1
1,24169e+0; 3,18163e+1
1,35901e+0; 3,22008e+1
1,47630e+0; 3,26193e+1
1,59362e+0; 3,30038e+1
1,71095e+0; 3,33884e+1
1,82827e+0; 3,37729e+1
1,94565e+0; 3,41235e+1
2,06310e+0; 3,44061e+1
2,18048e+0; 3,47567e+1
2,29793e+0; 3,50393e+1
2,41535e+0; 3,53559e+1
2,53281e+0; 3,56386e+1
2,65027e+0; 3,59212e+1
2,77488e+0; 3,61366e+1
2,88528e+0; 3,64186e+1
3,00278e+0; 3,66673e+1
3,12033e+0; 3,68820e+1
3,23779e+0; 3,71647e+1
3,35534e+0; 3,73794e+1
3,47284e+0; 3,76281e+1
3,59035e+0; 3,78768e+1
3,70794e+0; 3,80575e+1
3,82553e+0; 3,82383e+1
3,94299e+0; 3,85210e+1
4,06058e+0; 3,87017e+1
4,17818e+0; 3,88825e+1
4,29568e+0; 3,91312e+1
4,41327e+0; 3,93120e+1
4,53087e+0; 3,94927e+1
4,64846e+0; 3,96735e+1
4,76601e+0; 3,98882e+1
4,88360e+0; 4,00690e+1
5,00124e+0; 4,02158e+1
5,11879e+0; 4,04305e+1
5,23642e+0; 4,05773e+1
5,35402e+0; 4,07581e+1
5,47161e+0; 4,09389e+1
5,58925e+0; 4,10857e+1
5,70675e+0; 4,13344e+1
5,82443e+0; 4,14472e+1
5,94207e+0; 4,15940e+1
6,05971e+0; 4,17408e+1
6,17730e+0; 4,19216e+1
6,29494e+0; 4,20684e+1
6,41257e+0; 4,22152e+1
6,53017e+0; 4,23960e+1
6,64785e+0; 4,25088e+1
6,76544e+0; 4,26896e+1
6,88312e+0; 4,28024e+1
7,00071e+0; 4,29832e+1
7,11835e+0; 4,31300e+1
7,23599e+0; 4,32768e+1
7,35363e+0; 4,34236e+1
7,47122e+0; 4,36044e+1
7,58890e+0; 4,37172e+1
7,70649e+0; 4,38980e+1
7,78499e+0; 4,39393e+1
